,account_id,transaction_id,customer_id,transaction_date,transaction_time,transaction_type,amount,balance_after_transaction,channel,transaction_status
5070,,399,15794468,,3:56:00,withdrawal,,,online,succes
5071,,399,15773277,,17:33:00,payment,,,branch,failed
5072,,399,15572657,,8:07:00,payment,,,mobile,failed
5073,,399,15800295,,21:35:00,payment,,,ATM,failed
5074,,399,15672397,,9:36:00,payment,,,branch,failed
5075,,399,15684921,,18:00:00,transfer,,,online,failed
5076,,399,15720676,,21:15:00,payment,,,ATM,succes
5077,,399,15731829,,19:30:00,deposit,,,ATM,succes
5078,,399,15732672,,12:57:00,deposit,,,online,succes
5079,,399,15692406,,11:13:00,payment,,,online,succes
5080,,399,15764405,,19:00:00,withdrawal,,,branch,failed
5081,,399,15757537,,15:11:00,transfer,,,branch,succes
5082,,399,15793307,,19:53:00,payment,,,mobile,succes
5083,,399,15660679,,6:27:00,payment,,,online,succes
5084,,399,15666856,,9:36:00,transfer,,,branch,succes
5085,,399,15687372,,17:20:00,withdrawal,,,online,succes
5086,,399,15667289,,20:53:00,payment,,,online,succes
5087,,399,15624641,,17:54:00,withdrawal,,,online,succes
5088,,399,15734610,,10:11:00,payment,,,branch,succes
5089,,399,15631882,,4:15:00,payment,,,online,failed
5090,,399,15642709,,16:21:00,transfer,,,mobile,failed
5091,,399,15811026,,11:06:00,deposit,,,ATM,succes
5092,,399,15596303,,22:38:00,deposit,,,branch,failed
5093,,399,15787255,,22:10:00,transfer,,,mobile,succes
5094,,399,15617166,,16:14:00,transfer,,,branch,succes
5095,,399,15742442,,5:45:00,deposit,,,ATM,failed
5096,,399,15758692,,20:52:00,deposit,,,mobile,succes
5097,,399,15568238,,4:19:00,transfer,,,ATM,failed
5098,,399,15730353,,22:19:00,deposit,,,ATM,failed
5099,,399,15731555,,10:49:00,deposit,,,branch,failed
5100,,399,15582404,,13:20:00,transfer,,,ATM,succes
5101,,399,15721462,,10:07:00,transfer,,,mobile,failed
5102,,399,15632899,,13:43:00,deposit,,,mobile,failed
5103,,399,15808526,,0:45:00,transfer,,,mobile,succes
5104,,399,15694349,,4:11:00,transfer,,,online,failed
5105,,399,15718465,,15:01:00,payment,,,branch,failed
5106,,399,15682995,,5:27:00,withdrawal,,,online,succes
5107,,399,15584776,,18:57:00,payment,,,branch,succes
5108,,399,15777772,,8:48:00,withdrawal,,,branch,failed
5109,,399,15576156,,9:57:00,withdrawal,,,mobile,succes
5110,,399,15646756,,20:48:00,transfer,,,online,succes
5111,,399,15742886,,1:53:00,payment,,,branch,failed
5112,,399,15586135,,23:56:00,transfer,,,mobile,succes
5113,,399,15616152,,13:34:00,transfer,,,online,failed
5114,,399,15721460,,0:25:00,deposit,,,mobile,failed
5115,,399,15727317,,19:45:00,transfer,,,ATM,failed
5116,,399,15649536,,17:42:00,deposit,,,mobile,failed
5117,,399,15754929,,20:09:00,payment,,,mobile,succes
5118,,399,15572051,,0:14:00,payment,,,mobile,succes
5119,,399,15668142,,4:44:00,transfer,,,mobile,succes
5120,,399,15701176,,8:37:00,payment,,,mobile,succes
5121,,399,15708422,,13:52:00,deposit,,,online,failed
5122,,399,15655632,,11:12:00,withdrawal,,,ATM,failed
5123,,399,15744606,,6:46:00,transfer,,,mobile,failed
5124,,399,15612140,,7:49:00,deposit,,,mobile,succes
5125,,399,15656086,,11:36:00,withdrawal,,,mobile,succes
5126,,399,15655298,,10:00:00,payment,,,online,failed
5127,,399,15644796,,2:31:00,transfer,,,ATM,succes
5128,,399,15726250,,2:01:00,payment,,,online,failed
5129,,399,15764432,,16:46:00,withdrawal,,,online,failed
5130,,399,15631721,,22:35:00,transfer,,,mobile,failed
5131,,399,15707479,,3:12:00,deposit,,,online,succes
5132,,399,15579826,,11:39:00,transfer,,,mobile,succes
5133,,399,15668104,,0:05:00,deposit,,,ATM,failed
5134,,399,15641604,,20:15:00,deposit,,,mobile,succes
5135,,399,15587240,,10:47:00,withdrawal,,,ATM,failed
5136,,399,15680767,,21:26:00,deposit,,,branch,succes
5137,,399,15601594,,23:23:00,transfer,,,online,succes
5138,,399,15589969,,12:16:00,payment,,,branch,failed
5139,,399,15703728,,5:53:00,payment,,,branch,succes
5140,,399,15617790,,16:29:00,withdrawal,,,ATM,failed
5141,,399,15662500,,8:20:00,deposit,,,branch,failed
5142,,399,15778526,,19:21:00,withdrawal,,,branch,failed
5143,,399,15670584,,0:34:00,payment,,,branch,succes
5144,,399,15748069,,11:11:00,transfer,,,branch,failed
5145,,399,15680597,,22:07:00,payment,,,ATM,failed
5146,,399,15628992,,3:52:00,payment,,,mobile,failed
5147,,399,15719624,,6:08:00,payment,,,mobile,failed
5148,,399,15812767,,1:52:00,transfer,,,online,succes
5149,,399,15689201,,13:14:00,payment,,,ATM,succes
5150,,399,15614716,,23:42:00,payment,,,online,failed
5151,,399,15683618,,5:10:00,transfer,,,ATM,failed
5152,,399,15799631,,10:16:00,transfer,,,online,failed
5153,,399,15692259,,10:10:00,deposit,,,online,failed
5154,,399,15590966,,4:35:00,transfer,,,online,failed
5155,,399,15656426,,5:46:00,transfer,,,ATM,succes
5156,,399,15675256,,2:24:00,transfer,,,branch,succes
5157,,399,15751185,,7:30:00,withdrawal,,,branch,succes
5158,,399,15789582,,5:40:00,transfer,,,branch,succes
5159,,399,15651103,,13:34:00,deposit,,,ATM,succes
5160,,399,15672299,,2:27:00,transfer,,,online,succes
5161,,399,15772250,,1:36:00,deposit,,,mobile,succes
5162,,399,15763922,,9:50:00,withdrawal,,,ATM,succes
5163,,399,15633870,,12:11:00,transfer,,,mobile,failed
5164,,399,15624323,,3:26:00,withdrawal,,,branch,succes
5165,,399,15688612,,19:29:00,transfer,,,branch,failed
5166,,399,15694644,,15:50:00,deposit,,,ATM,succes
5167,,399,15587174,,5:55:00,payment,,,ATM,failed
5168,,399,15579559,,6:01:00,payment,,,online,succes
5169,,399,15775430,,15:15:00,payment,,,ATM,succes
5170,,399,15623695,,5:35:00,payment,,,branch,succes
5171,,399,15760849,,11:20:00,deposit,,,online,failed
5172,,399,15813095,,12:44:00,withdrawal,,,online,failed
5173,,399,15705281,,15:28:00,deposit,,,ATM,failed
5174,,399,15812594,,5:49:00,withdrawal,,,online,failed
5175,,399,15626322,,13:46:00,transfer,,,branch,succes
5176,,399,15723105,,2:08:00,deposit,,,mobile,failed
5177,,399,15588449,,17:36:00,withdrawal,,,online,failed
5178,,399,15794849,,2:00:00,withdrawal,,,online,failed
5179,,399,15620000,,16:13:00,withdrawal,,,mobile,failed
5180,,399,15799720,,15:58:00,deposit,,,branch,failed
5181,,399,15711287,,3:55:00,payment,,,online,succes
5182,,399,15613102,,3:02:00,payment,,,branch,succes
5183,,399,15621440,,7:22:00,deposit,,,ATM,succes
5184,,399,15677146,,17:19:00,transfer,,,mobile,failed
5185,,399,15801169,,17:29:00,withdrawal,,,ATM,succes
5186,,399,15722425,,23:11:00,withdrawal,,,branch,succes
5187,,399,15682421,,14:05:00,transfer,,,mobile,failed
5188,,399,15691910,,6:32:00,deposit,,,ATM,succes
5189,,399,15721779,,10:19:00,deposit,,,ATM,failed
5190,,399,15579548,,0:08:00,transfer,,,ATM,failed
5191,,399,15681075,,10:24:00,withdrawal,,,mobile,succes
5192,,399,15607884,,13:57:00,transfer,,,mobile,succes
5193,,399,15767757,,10:53:00,payment,,,ATM,failed
5194,,399,15791550,,11:54:00,deposit,,,mobile,failed
5195,,399,15658589,,0:09:00,withdrawal,,,online,succes
5196,,399,15670822,,21:50:00,payment,,,online,succes
5197,,399,15629744,,17:35:00,withdrawal,,,mobile,succes
5198,,399,15660768,,8:51:00,withdrawal,,,ATM,failed
5199,,399,15726310,,16:08:00,withdrawal,,,online,succes
5200,,399,15641298,,22:14:00,withdrawal,,,mobile,succes
5201,,399,15625675,,3:49:00,payment,,,ATM,failed
5202,,399,15713354,,9:36:00,payment,,,branch,failed
5203,,399,15633866,,15:20:00,payment,,,ATM,failed
5204,,399,15704231,,3:46:00,deposit,,,online,failed
5205,,399,15735400,,17:50:00,transfer,,,online,succes
5206,,399,15632826,,21:56:00,payment,,,ATM,failed
5207,,399,15751022,,7:52:00,payment,,,online,failed
5208,,399,15664737,,16:30:00,payment,,,mobile,failed
5209,,399,15681126,,16:30:00,withdrawal,,,online,succes
5210,,399,15738954,,14:39:00,deposit,,,online,succes
5211,,399,15662263,,7:00:00,withdrawal,,,ATM,succes
5212,,399,15621611,,6:11:00,withdrawal,,,branch,succes
5213,,399,15783752,,12:09:00,transfer,,,branch,succes
5214,,399,15709474,,20:56:00,withdrawal,,,ATM,succes
5215,,399,15701280,,15:50:00,deposit,,,branch,succes
5216,,399,15671104,,22:20:00,transfer,,,branch,failed
5217,,399,15796434,,13:03:00,deposit,,,mobile,failed
5218,,399,15781505,,8:37:00,transfer,,,online,succes
5219,,399,15625819,,18:08:00,transfer,,,mobile,failed
5220,,399,15753174,,7:34:00,deposit,,,ATM,failed
5221,,399,15654067,,7:11:00,payment,,,branch,failed
5222,,399,15724719,,11:05:00,deposit,,,ATM,succes
5223,,399,15624695,,22:51:00,transfer,,,online,failed
5224,,399,15718216,,20:03:00,payment,,,online,succes
5225,,399,15586300,,7:39:00,withdrawal,,,mobile,succes
5226,,399,15783349,,13:21:00,deposit,,,ATM,failed
5227,,399,15725767,,9:18:00,transfer,,,mobile,succes
5228,,399,15791925,,19:40:00,withdrawal,,,ATM,succes
5229,,399,15793585,,9:49:00,payment,,,online,succes
5230,,399,15576641,,22:35:00,deposit,,,mobile,failed
5231,,399,15749519,,15:00:00,deposit,,,online,succes
5232,,399,15684960,,8:47:00,payment,,,mobile,failed
5233,,399,15591286,,13:28:00,withdrawal,,,ATM,failed
5234,,399,15668323,,22:55:00,deposit,,,ATM,failed
5235,,399,15608528,,16:52:00,payment,,,branch,succes
5236,,399,15645184,,5:50:00,payment,,,ATM,failed
5237,,399,15702566,,17:40:00,transfer,,,online,failed
5238,,399,15660840,,8:43:00,withdrawal,,,mobile,succes
5239,,399,15750811,,5:57:00,transfer,,,branch,failed
5240,,399,15733842,,17:10:00,deposit,,,online,succes
5241,,399,15581526,,12:21:00,transfer,,,mobile,succes
5242,,399,15662751,,7:37:00,transfer,,,mobile,succes
5243,,399,15684319,,13:56:00,transfer,,,ATM,failed
5244,,399,15702190,,6:42:00,deposit,,,ATM,failed
5245,,399,15588517,,13:01:00,withdrawal,,,branch,failed
5246,,399,15801863,,3:12:00,transfer,,,online,failed
5247,,399,15584271,,1:07:00,deposit,,,branch,succes
5248,,399,15700366,,19:24:00,deposit,,,ATM,succes
5249,,399,15804038,,5:24:00,deposit,,,ATM,failed
5250,,399,15720820,,7:42:00,transfer,,,mobile,succes
5251,,399,15743759,,3:50:00,payment,,,branch,succes
5252,,399,15749947,,1:51:00,deposit,,,branch,succes
5253,,399,15670496,,18:48:00,payment,,,online,succes
5254,,399,15746664,,20:23:00,transfer,,,online,succes
5255,,399,15745533,,21:22:00,payment,,,ATM,succes
5256,,399,15761497,,6:41:00,transfer,,,mobile,succes
5257,,399,15628600,,18:35:00,payment,,,mobile,failed
5258,,399,15627002,,17:36:00,deposit,,,branch,failed
5259,,399,15614635,,5:56:00,withdrawal,,,mobile,failed
5260,,399,15731281,,0:59:00,withdrawal,,,branch,failed
5261,,399,15814022,,7:56:00,withdrawal,,,mobile,failed
5262,,399,15659194,,22:20:00,payment,,,online,succes
5263,,399,15745030,,12:42:00,deposit,,,ATM,failed
5264,,399,15691817,,2:39:00,deposit,,,branch,failed
5265,,399,15707488,,6:22:00,deposit,,,mobile,failed
5266,,399,15784700,,7:13:00,deposit,,,online,failed
5267,,399,15710397,,18:14:00,payment,,,branch,failed
5268,,399,15687648,,10:35:00,withdrawal,,,mobile,succes
5269,,399,15732281,,22:00:00,payment,,,branch,succes
5270,,399,15607230,,5:57:00,withdrawal,,,online,failed
5271,,399,15567630,,7:53:00,transfer,,,branch,succes
5272,,399,15587507,,9:38:00,withdrawal,,,mobile,failed
5273,,399,15733904,,0:30:00,deposit,,,mobile,succes
5274,,399,15709511,,16:24:00,payment,,,branch,succes
5275,,399,15579616,,15:24:00,transfer,,,online,succes
5276,,399,15694852,,9:06:00,transfer,,,branch,failed
5277,,399,15589924,,20:39:00,payment,,,mobile,succes
5278,,399,15799300,,21:29:00,withdrawal,,,branch,failed
5279,,399,15731330,,9:31:00,transfer,,,branch,succes
5280,,399,15694129,,17:31:00,deposit,,,ATM,failed
5281,,399,15620372,,11:51:00,deposit,,,mobile,succes
5282,,399,15744622,,22:56:00,transfer,,,mobile,failed
5283,,399,15799815,,0:26:00,deposit,,,ATM,succes
5284,,399,15759250,,20:56:00,transfer,,,branch,succes
5285,,399,15732643,,23:27:00,payment,,,ATM,succes
5286,,399,15690540,,22:40:00,withdrawal,,,mobile,succes
5287,,399,15803078,,6:25:00,withdrawal,,,online,succes
5288,,399,15652180,,8:18:00,withdrawal,,,ATM,failed
5289,,399,15741195,,11:09:00,transfer,,,mobile,succes
5290,,399,15743490,,22:49:00,payment,,,branch,failed
5291,,399,15575510,,8:01:00,transfer,,,ATM,succes
5292,,399,15732610,,7:35:00,payment,,,ATM,failed
5293,,399,15602909,,21:59:00,payment,,,branch,failed
5294,,399,15734058,,3:12:00,transfer,,,mobile,succes
5295,,399,15801788,,17:25:00,withdrawal,,,branch,succes
5296,,399,15702462,,23:39:00,withdrawal,,,branch,failed
5297,,399,15683416,,12:41:00,deposit,,,branch,failed
5298,,399,15794187,,2:17:00,withdrawal,,,online,succes
5299,,399,15792989,,19:17:00,transfer,,,online,succes
5300,,399,15613734,,23:56:00,payment,,,online,succes
5301,,399,15606177,,6:46:00,deposit,,,branch,failed
5302,,399,15636700,,14:21:00,payment,,,mobile,succes
5303,,399,15645766,,3:24:00,withdrawal,,,online,succes
5304,,399,15671345,,6:29:00,transfer,,,mobile,succes
5305,,399,15652469,,23:26:00,withdrawal,,,mobile,failed
5306,,399,15749638,,4:39:00,transfer,,,ATM,succes
5307,,399,15728706,,4:04:00,withdrawal,,,ATM,failed
5308,,399,15735439,,21:42:00,payment,,,ATM,succes
5309,,399,15778696,,13:34:00,payment,,,ATM,failed
5310,,399,15624744,,1:52:00,payment,,,branch,failed
5311,,399,15584338,,11:37:00,transfer,,,online,succes
5312,,399,15726178,,9:48:00,withdrawal,,,ATM,succes
5313,,399,15794939,,2:16:00,deposit,,,online,failed
5314,,399,15788068,,14:19:00,deposit,,,ATM,failed
5315,,399,15572956,,4:44:00,transfer,,,branch,failed
5316,,399,15780386,,1:56:00,withdrawal,,,mobile,failed
5317,,399,15791114,,8:59:00,withdrawal,,,ATM,succes
5318,,399,15708046,,23:12:00,withdrawal,,,mobile,succes
5319,,399,15719779,,6:37:00,withdrawal,,,mobile,failed
5320,,399,15591550,,17:15:00,payment,,,mobile,succes
5321,,399,15639368,,4:58:00,deposit,,,online,failed
5322,,399,15699830,,14:52:00,deposit,,,branch,succes
5323,,399,15569264,,1:24:00,deposit,,,online,failed
5324,,399,15595158,,20:21:00,withdrawal,,,online,failed
5325,,399,15599126,,7:52:00,withdrawal,,,branch,succes
5326,,399,15650575,,15:28:00,payment,,,online,succes
5327,,399,15641490,,13:27:00,transfer,,,mobile,failed
5328,,399,15680234,,20:24:00,transfer,,,mobile,succes
5329,,399,15592230,,6:57:00,withdrawal,,,mobile,succes
5330,,399,15626212,,20:12:00,withdrawal,,,branch,failed
5331,,399,15700627,,14:49:00,payment,,,mobile,failed
5332,,399,15782641,,5:01:00,deposit,,,ATM,failed
5333,,399,15784445,,10:46:00,deposit,,,ATM,succes
5334,,399,15813681,,9:55:00,payment,,,online,succes
5335,,399,15596649,,4:55:00,withdrawal,,,ATM,succes
5336,,399,15700460,,16:05:00,withdrawal,,,ATM,succes
5337,,399,15724076,,0:24:00,withdrawal,,,online,succes
5338,,399,15784000,,18:49:00,deposit,,,ATM,succes
5339,,399,15733966,,16:09:00,transfer,,,ATM,succes
5340,,399,15612667,,23:14:00,transfer,,,ATM,succes
5341,,399,15654025,,15:44:00,deposit,,,branch,failed
5342,,399,15589431,,22:10:00,payment,,,ATM,succes
5343,,399,15578238,,14:31:00,withdrawal,,,ATM,failed
5344,,399,15566269,,0:00:00,withdrawal,,,mobile,failed
5345,,399,15639217,,22:20:00,withdrawal,,,ATM,succes
5346,,399,15688644,,11:05:00,payment,,,ATM,failed
5347,,399,15662426,,13:59:00,withdrawal,,,branch,succes
5348,,399,15720511,,6:08:00,transfer,,,ATM,succes
5349,,399,15567246,,9:09:00,withdrawal,,,ATM,succes
5350,,399,15647965,,21:33:00,payment,,,mobile,succes
5351,,399,15679048,,21:24:00,transfer,,,ATM,failed
5352,,399,15675749,,18:54:00,deposit,,,branch,failed
5353,,399,15782181,,5:23:00,payment,,,branch,succes
5354,,399,15795738,,9:29:00,transfer,,,online,succes
5355,,399,15773751,,19:45:00,withdrawal,,,online,succes
5356,,399,15655436,,7:22:00,payment,,,branch,failed
5357,,399,15691396,,2:41:00,transfer,,,online,succes
5358,,399,15796958,,12:00:00,withdrawal,,,ATM,failed
5359,,399,15801832,,3:41:00,deposit,,,mobile,succes
5360,,399,15661349,,8:35:00,payment,,,mobile,succes
5361,,399,15719265,,13:53:00,transfer,,,mobile,failed
5362,,399,15779985,,10:07:00,payment,,,branch,failed
5363,,399,15663410,,14:38:00,payment,,,branch,failed
5364,,399,15704144,,21:37:00,withdrawal,,,ATM,succes
5365,,399,15774104,,23:51:00,deposit,,,online,succes
5366,,399,15812230,,7:53:00,withdrawal,,,ATM,succes
5367,,399,15742848,,17:22:00,deposit,,,online,failed
5368,,399,15745326,,22:24:00,payment,,,ATM,failed
5369,,399,15674541,,9:59:00,transfer,,,mobile,failed
5370,,399,15728564,,13:02:00,transfer,,,online,failed
5371,,399,15580701,,11:51:00,payment,,,branch,failed
5372,,399,15688973,,14:30:00,transfer,,,mobile,succes
5373,,399,15709412,,13:01:00,payment,,,online,failed
5374,,399,15607753,,12:49:00,deposit,,,online,succes
5375,,399,15705352,,16:04:00,transfer,,,ATM,succes
5376,,399,15602500,,3:07:00,withdrawal,,,branch,failed
5377,,399,15672437,,15:39:00,withdrawal,,,mobile,succes
5378,,399,15720968,,21:42:00,withdrawal,,,branch,failed
5379,,399,15730796,,17:33:00,deposit,,,mobile,succes
5380,,399,15768219,,11:37:00,payment,,,mobile,succes
5381,,399,15663883,,6:33:00,payment,,,online,succes
5382,,399,15589296,,12:28:00,payment,,,online,failed
5383,,399,15586425,,15:16:00,deposit,,,branch,failed
5384,,399,15679813,,14:08:00,withdrawal,,,online,succes
5385,,399,15681410,,19:48:00,withdrawal,,,mobile,succes
5386,,399,15668283,,16:13:00,deposit,,,online,succes
5387,,399,15624072,,19:28:00,withdrawal,,,ATM,succes
5388,,399,15669664,,20:44:00,deposit,,,mobile,failed
5389,,399,15682728,,21:27:00,payment,,,ATM,succes
5390,,399,15573851,,14:32:00,withdrawal,,,ATM,failed
5391,,399,15733661,,7:31:00,payment,,,mobile,failed
5392,,399,15710012,,22:08:00,withdrawal,,,ATM,succes
5393,,399,15763327,,2:53:00,deposit,,,ATM,failed
5394,,399,15668853,,22:28:00,transfer,,,mobile,succes
5395,,399,15639303,,16:31:00,transfer,,,online,succes
5396,,399,15691011,,19:22:00,payment,,,mobile,failed
5397,,399,15638513,,14:54:00,deposit,,,online,succes
5398,,399,15648933,,4:31:00,withdrawal,,,ATM,succes
5399,,399,15628904,,7:16:00,deposit,,,online,succes
5400,,399,15644788,,7:32:00,deposit,,,ATM,succes
5401,,399,15598161,,4:10:00,withdrawal,,,online,succes
5402,,399,15745624,,17:20:00,payment,,,mobile,succes
5403,,399,15733169,,22:56:00,payment,,,mobile,succes
5404,,399,15801417,,11:36:00,withdrawal,,,branch,failed
5405,,399,15592707,,8:54:00,payment,,,online,failed
5406,,399,15593954,,21:34:00,withdrawal,,,ATM,failed
5407,,399,15714431,,4:38:00,transfer,,,mobile,succes
5408,,399,15638257,,20:02:00,deposit,,,ATM,succes
5409,,399,15690939,,19:53:00,deposit,,,branch,failed
5410,,399,15723613,,19:51:00,transfer,,,branch,failed
5411,,399,15813640,,21:08:00,payment,,,ATM,failed
5412,,399,15707322,,23:31:00,deposit,,,mobile,failed
5413,,399,15588918,,21:23:00,transfer,,,mobile,failed
5414,,399,15600357,,11:17:00,transfer,,,branch,succes
5415,,399,15747014,,12:15:00,withdrawal,,,mobile,succes
5416,,399,15809830,,4:05:00,deposit,,,ATM,succes
5417,,399,15662245,,0:43:00,withdrawal,,,ATM,succes
5418,,399,15651075,,4:33:00,payment,,,branch,failed
5419,,399,15594456,,18:32:00,transfer,,,ATM,succes
5420,,399,15583462,,14:00:00,deposit,,,mobile,failed
5421,,399,15757661,,18:51:00,withdrawal,,,branch,succes
5422,,399,15729117,,4:53:00,payment,,,online,failed
5423,,399,15749671,,13:08:00,deposit,,,ATM,failed
5424,,399,15566253,,3:57:00,payment,,,branch,succes
5425,,399,15595153,,12:05:00,deposit,,,online,succes
5426,,399,15698572,,3:58:00,payment,,,branch,failed
5427,,399,15674149,,1:45:00,withdrawal,,,mobile,failed
5428,,399,15623082,,7:34:00,payment,,,branch,failed
5429,,399,15797905,,3:00:00,deposit,,,mobile,failed
5430,,399,15746028,,17:16:00,transfer,,,online,failed
5431,,399,15582951,,22:29:00,transfer,,,online,succes
5432,,399,15616471,,6:23:00,payment,,,online,failed
5433,,399,15641575,,12:01:00,payment,,,branch,succes
5434,,399,15638803,,12:05:00,transfer,,,branch,succes
5435,,399,15808283,,10:44:00,transfer,,,branch,succes
5436,,399,15811200,,21:44:00,withdrawal,,,branch,succes
5437,,399,15733476,,22:06:00,payment,,,ATM,failed
5438,,399,15633274,,4:21:00,deposit,,,mobile,succes
5439,,399,15582168,,23:55:00,withdrawal,,,mobile,failed
5440,,399,15807269,,5:33:00,withdrawal,,,ATM,failed
5441,,399,15602979,,6:59:00,deposit,,,mobile,succes
5442,,399,15660417,,20:18:00,payment,,,branch,succes
5443,,399,15590199,,22:26:00,transfer,,,online,succes
5444,,399,15641794,,12:39:00,payment,,,online,failed
5445,,399,15779174,,10:58:00,withdrawal,,,online,failed
5446,,399,15785547,,4:35:00,deposit,,,ATM,failed
5447,,399,15795124,,8:04:00,deposit,,,ATM,succes
5448,,399,15718912,,4:12:00,withdrawal,,,online,failed
5449,,399,15592028,,16:59:00,withdrawal,,,ATM,succes
5450,,399,15580227,,14:42:00,withdrawal,,,ATM,succes
5451,,399,15657830,,9:12:00,payment,,,branch,failed
5452,,399,15798256,,9:36:00,payment,,,ATM,failed
5453,,399,15643819,,20:01:00,payment,,,online,succes
5454,,399,15754301,,0:09:00,deposit,,,mobile,failed
5455,,399,15726855,,4:58:00,payment,,,mobile,failed
5456,,399,15755225,,2:19:00,transfer,,,ATM,succes
5457,,399,15725221,,21:21:00,payment,,,ATM,succes
5458,,399,15789055,,5:27:00,withdrawal,,,ATM,failed
5459,,399,15617507,,19:24:00,withdrawal,,,branch,succes
5460,,399,15668894,,12:27:00,transfer,,,branch,failed
5461,,399,15589563,,21:45:00,withdrawal,,,branch,succes
5462,,399,15693162,,23:34:00,payment,,,ATM,failed
5463,,399,15750099,,20:58:00,withdrawal,,,ATM,failed
5464,,399,15795540,,15:56:00,payment,,,mobile,failed
5465,,399,15794941,,12:12:00,payment,,,branch,succes
5466,,399,15611848,,3:27:00,withdrawal,,,mobile,failed
5467,,399,15581237,,5:37:00,deposit,,,mobile,failed
5468,,399,15738150,,19:49:00,payment,,,online,succes
5469,,399,15678571,,0:05:00,transfer,,,branch,succes
5470,,399,15736124,,8:16:00,withdrawal,,,mobile,succes
5471,,399,15623202,,8:13:00,withdrawal,,,branch,succes
5472,,399,15804201,,12:14:00,deposit,,,branch,failed
5473,,399,15596863,,10:13:00,deposit,,,branch,succes
5474,,399,15696277,,0:54:00,deposit,,,ATM,succes
5475,,399,15748608,,11:54:00,withdrawal,,,ATM,failed
5476,,399,15723864,,15:15:00,transfer,,,ATM,succes
5477,,399,15802390,,19:23:00,deposit,,,online,failed
5478,,399,15774336,,8:17:00,deposit,,,branch,succes
5479,,399,15648766,,23:11:00,transfer,,,online,failed
5480,,399,15659094,,18:56:00,payment,,,mobile,succes
5481,,399,15606397,,11:40:00,deposit,,,online,succes
5482,,399,15642619,,12:30:00,withdrawal,,,online,failed
5483,,399,15666032,,11:24:00,payment,,,branch,failed
5484,,399,15595842,,2:09:00,withdrawal,,,mobile,succes
5485,,399,15753837,,1:32:00,payment,,,branch,succes
5486,,399,15783882,,16:28:00,deposit,,,ATM,succes
5487,,399,15799790,,4:03:00,withdrawal,,,ATM,failed
5488,,399,15628155,,0:12:00,transfer,,,branch,succes
5489,,399,15703778,,6:10:00,transfer,,,mobile,failed
5490,,399,15722322,,21:04:00,payment,,,mobile,failed
5491,,399,15639278,,17:03:00,deposit,,,online,failed
5492,,399,15568487,,3:49:00,withdrawal,,,branch,succes
5493,,399,15682084,,15:21:00,withdrawal,,,online,succes
5494,,399,15642821,,13:34:00,payment,,,online,succes
5495,,399,15601387,,23:46:00,payment,,,online,failed
5496,,399,15642515,,20:41:00,payment,,,branch,succes
5497,,399,15710421,,17:31:00,payment,,,online,failed
5498,,399,15726774,,21:14:00,deposit,,,mobile,succes
5499,,399,15649078,,18:30:00,transfer,,,mobile,succes
5500,,399,15641877,,0:32:00,transfer,,,online,failed
5501,,399,15796496,,12:30:00,payment,,,mobile,succes
5502,,399,15815690,,0:07:00,transfer,,,mobile,failed
5503,,399,15631739,,8:37:00,transfer,,,online,succes
5504,,399,15625584,,9:56:00,payment,,,mobile,failed
5505,,399,15802466,,12:30:00,deposit,,,mobile,succes
5506,,399,15697028,,16:37:00,withdrawal,,,online,succes
5507,,399,15575759,,20:08:00,transfer,,,ATM,succes
5508,,399,15567442,,13:29:00,transfer,,,online,succes
5509,,399,15746805,,1:54:00,withdrawal,,,online,succes
5510,,399,15636330,,17:19:00,withdrawal,,,ATM,failed
5511,,399,15714970,,13:35:00,deposit,,,mobile,succes
5512,,399,15653784,,2:15:00,withdrawal,,,mobile,succes
5513,,399,15693543,,8:31:00,payment,,,mobile,failed
5514,,399,15773283,,14:13:00,transfer,,,branch,succes
5515,,399,15742534,,20:39:00,transfer,,,online,failed
5516,,399,15569878,,10:47:00,transfer,,,mobile,succes
5517,,399,15729454,,4:06:00,withdrawal,,,branch,failed
5518,,399,15578375,,4:22:00,payment,,,online,succes
5519,,399,15785559,,11:57:00,deposit,,,mobile,succes
5520,,399,15649414,,13:05:00,transfer,,,online,succes
5521,,399,15701605,,6:08:00,payment,,,mobile,failed
5522,,399,15686696,,21:49:00,withdrawal,,,ATM,failed
5523,,399,15625586,,8:33:00,payment,,,branch,succes
5524,,399,15654975,,12:44:00,deposit,,,branch,succes
5525,,399,15782993,,4:15:00,payment,,,branch,failed
5526,,399,15774382,,9:16:00,deposit,,,branch,succes
5527,,399,15689602,,23:27:00,withdrawal,,,ATM,failed
5528,,399,15756155,,1:20:00,transfer,,,ATM,failed
5529,,399,15812647,,23:06:00,deposit,,,online,succes
5530,,399,15736043,,10:47:00,transfer,,,branch,succes
5531,,399,15696744,,12:58:00,withdrawal,,,mobile,succes
5532,,399,15602572,,3:15:00,withdrawal,,,branch,succes
5533,,399,15674765,,18:11:00,deposit,,,branch,succes
5534,,399,15678725,,1:42:00,deposit,,,branch,succes
5535,,399,15694444,,2:43:00,deposit,,,mobile,succes
5536,,399,15795878,,21:34:00,withdrawal,,,mobile,succes
5537,,399,15735346,,22:53:00,transfer,,,branch,succes
5538,,399,15687094,,4:58:00,deposit,,,online,succes
5539,,399,15790067,,21:27:00,deposit,,,ATM,succes
5540,,399,15605742,,16:43:00,payment,,,mobile,failed
5541,,399,15566740,,14:59:00,withdrawal,,,ATM,failed
